key	speaker_gender	speaker_name	cs_text	fem_preview	changed
e44c123f-c54d-4026-b380-d2c2f0e1b70c	Female	Areelu	"""Byl jsem poražen, avšak vítěz rozhodl nechat vše beze změny. Pokračoval jsem v životě — bez naděje, bez možnosti znovu najít smysl. Žil jsem ve Worldwoundu. Otevíral jsem nové trhliny a vedl démony na Golarion. Pokračoval jsem ve výzkumu magie, nikdy neuhýbaje od experimentů, které mnozí nazývali ‚nelidskými‘ — až do chvíle, kdy rána na mé hrudi vyžádala můj život."""	"""Byla jsem poražen, avšak vítěz rozhodla nechat vše beze změny. Pokračovala jsem v životě — bez naděje, bez možnosti znovu najít smysl. Žila jsem ve Worldwoundu. Otevírala jsem nové trhliny a vedla démony na Golarion. Pokračovala jsem ve výzkumu magie, nikdy neuhýbaje od experimentů, které mnozí nazývali ‚nelidskými‘ — až do chvíle, kdy rána na mé hrudi vyžádala můj život."""	yes
753fd1bf-cb7c-435d-8672-5b01f06dfb45	Female	Areelu	"""Můj experiment skončil úspěchem. Ve válce mezi Golarionem a Abyss jsem vystoupil jako vítěz. Trvalo sto let a milion smrti, než jsem přivedl zpět toho, komu byl tak krutě uťat život. A stálo to ještě jeden život — ten můj — aby {mf|him|her} mohl dál žít."""	"""Můjexperimentskončilaúspěchem. VeválcemeziGolarionemaAbybyssjsemvystoupilajakovítěz. Trvalostoletamilionsmrti,nežjsempřivedlazpěttoho,komubylatakkrutěuťatživot. Astálotoještějedenživot—tenmůj—abyby{mf|him|her} mohla dál žít."""	yes
07ce3fee-67b9-48dd-8124-e8555c8497a9	Female	Arueshalae	(Arueshalae naslouchá Anevia s naprostým zaujetím. Když Anevia dořekne, sukuba ztichne na dlouho a pak rychle setře slzy.) „Děkuji, Anevia. {g|Desna}Desna{/g} ať tě žehná! Myslím, že teď rozumím. Opravdu rozumím.“ (Arueshalae se obrátí k tobě. V očích se jí znovu zableskne jiskra naděje, cos tam postrádal od své poslední návštěvy světa snů.) „(jméno), já... Musíme se tam vrátit. Do snového světa. Teď už vím, jak rozluštit hádanku. Prosím, přijď se mnou mluvit o samotě hned, jak to bude možné.“ (Nečekajíc na tvou odpověď, Arueshalae odchází.)	(Arueshalae naslouchá Anevia s naprostým zaujetím. Když Anevia dořekne, sukuba ztichne na dlouho a pak rychle setře slzy.) „Děkuji, Anevia. {g|Desna}Desna{/g} ať tě žehná! Myslím, že teď rozumím. Opravdu rozumím.“ (Arueshalae se obrátí k tobě. V očích se jí znovu zableskne jiskra naděje, cos tam postrádala od své poslední návštěvy světa snů.) „(jméno), já... Musíme se tam vrátit. Do snového světa. Teď už vím, jak rozluštit hádanku. Prosím, přijď se mnou mluvit o samotě hned, jak to bude možné.“ (Nečekajíc na tvou odpověď, Arueshalae odchází.)	yes
7daa5140-adae-4986-830c-5192b3d02da3	Female	Ember	Hej! Nikdy jsem nepotkal mluvícího ještěra! Ve River City jsme měli skutečného draka. Jsi taky drak? Můžeš zvětšit velikost?	Hej! Nikdy jsem nepotkala mluvícího ještěra! Ve River City jsme měli skutečného draka. Jsi taky drak? Můžeš zvětšit velikost?	yes
6731c4eb-9e16-4f17-bd89-a054f432d782	Female	Wenduag	Kobold? Potkal jsem je pod zemí. Malí. Slabí. Mrštní. K v očím v souboji nic moc, ale milují klást pasti a střílet ti zezadu. Tenhle vypadá chytřejší než ostatní a mluví dobře… to musí znamenat, že past, kterou nastražil, je obzvlášť záludná! Buď opatrný, {mf|pán|paní}, nepřibližuj se k němu — raději ho střelte z dálky!	Kobold? Potkala jsem je pod zemí. Malí. Slabí. Mrštní. K v očím v souboji nic moc, ale milují klást pasti a střílet ti zezadu. Tenhle vypadá chytřejší než ostatní a mluví dobře… to musí znamenat, že past, kterou nastražila, je obzvlášť záludná! Buď opatrná, {mf|pán|paní}, nepřibližuj se k němu — raději ho střelte z dálky!	yes
d6e081d4-c935-4e42-94bc-05f09c7cf98c	Female	Seelah	Křižáci mají mnoho neobvyklých spojenců — ale ani já jsem nikdy nepotkal nikoho jako ty. Budu rád vidět kobolda v našich řadách! {n}Seelah se laskavě usměje.{/n}	Křižáci mají mnoho neobvyklých spojenců — ale ani já jsem nikdy nepotkala nikoho jako ty. Budu ráda vidět kobolda v našich řadách! {n}Seelah se laskavě usměje.{/n}	yes
0cd25457-4e06-4021-8c3b-772b0505eb2d	Female	Wenduag	"""Co bys chtěl, abych přestal? Vzpomínat, jak jsem zradila svou učitelku, abych šla za tebou? Měla by to být pro tebe příjemná vzpomínka?"""	"""Cobyschtěla,abybychpřestala? Vzpomínat,jakjsemzradilasvouučitelku,abybychšlazatebou? Mělabytobýtprotebepříjemnávzpomínka?"""	yes
edcc76a9-8957-40c3-b6de-048d9ec40ffd	Female	Wenduag	"{n}Dráp ti prokousne oblečení a zachytí opasek držící tvé věci. Silná ruka, která držela mnohé zbraně, se dotkne tvé holé kůže s nečekanou něhou. Ozve se hlas, horký jako dech sopky,{/n} ""Jsme plamen, můj Veliteli."""	"{n}Dráp ti prokousne oblečení a zachytí opasek držící tvé věci. Silná ruka, která držela mnohé zbraně, se dotkne tvé holé kůže s nečekanou něhou. Ozve se hlas, horká jako dech sopky,{/n} ""Jsme plamen, můj Veliteli."""	yes
2631e4da-9d47-46c9-91ec-e8da09ca1103	Female	Wenduag	"""Hosilla mě naučila nebýt obětí. Naučila mě, že není žádný cíl, za který stojí umřít. A měla pravdu. Ale ty jsi mi ukázal, že ne všechno stojí za to žít. Svět je větší, než se zdál odsud dole. Není pro mě dostačující jen dýchat, jíst a bojovat. Chci žít pro něco důležitého. Nebo pro někoho... jako jsi ty? A toto místo... může shořet — už tu není pro co žít."""	"""Hosilla mě naučila nebýt obětí. Naučila mě, že není žádný cíl, za který stojí umřít. A měla pravdu. Ale ty jsi mi ukázala, že ne všechno stojí za to žít. Svět je větší, než se zdála odsud dole. Není pro mě dostačující jen dýchat, jíst a bojovat. Chci žít pro něco důležitého. Nebo pro někoho... jako jsi ty? A toto místo... může shořet — už tu není pro co žít."""	yes
7320960b-5872-4bb3-8122-59eb3ad5e13d	Female	Wenduag	"""Věděl jsem, že nezaváháš. Vidíš skrz mě a tvé srdce nezná strach. Ale můžeš mi to mít za zlé, že jsem se snažila ho vycítit?"""	"""Věděla jsem, že nezaváháš. Vidíš skrz mě a tvé srdce nezná strach. Ale můžeš mi to mít za zlé, že jsem se snažila ho vycítit?"""	yes
